# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr 29 13:02:40 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_radj_reflink not like '%calculated value%'
# CONSTRAINT:  and pl_bmasse_reflink not like '%calculated value%'
# CONSTRAINT:  and pl_bmassprov not like '%calculated value%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radj_reflink: Planet Radius Reference
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasse_reflink: Planet Mass or Mass*sin(i) [Earth Mass] Reference
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_radj_reflink,pl_bmasse,pl_bmasse_reflink,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
5059,TRAPPIST-1 d,TRAPPIST-1,1,7,Transit,2016,La Silla Observatory,0,4.04921900,0.022270,0.788,0.070,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,0.38800,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,0.00122,Mass,0.008370,1.11,286,1,,2566.00,0.12,0.09,0.040,[Fe/H],5.24,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,17.0200000,10.2960000,15.6451000
5060,TRAPPIST-1 e,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,0,6.10101300,0.029250,0.920,0.082,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,0.69200,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,0.00218,Mass,0.005100,0.65,250,1,,2566.00,0.12,0.09,0.040,[Fe/H],5.24,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,17.0200000,10.2960000,15.6451000
5061,TRAPPIST-1 f,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,0,9.20754000,0.038490,1.045,0.093,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,1.03900,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,0.00327,Mass,0.010070,0.37,218,1,,2566.00,0.12,0.09,0.040,[Fe/H],5.24,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,17.0200000,10.2960000,15.6451000
5062,TRAPPIST-1 g,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,0,12.35244600,0.046830,1.129,0.101,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,1.32100,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,0.00416,Mass,0.002080,0.25,197,1,,2566.00,0.12,0.09,0.040,[Fe/H],5.24,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,17.0200000,10.2960000,15.6451000
5063,TRAPPIST-1 h,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,0,18.77286600,0.061890,0.755,0.067,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,0.32600,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,0.00103,Mass,0.005670,0.14,172,1,,2566.00,0.12,0.09,0.040,[Fe/H],5.24,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,12.4298888,17.0200000,10.2960000,15.6451000
5072,TYC 8998-760-1 c,TYC 8998-760-1,1,2,Imaging,2020,Paranal Observatory,0,,320.000000,12.330,1.100,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..16B/abstract target=ref>Bohn et al. 2020</a>,1906.98000,<a refstr=BOHN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...898L..16B/abstract target=ref>Bohn et al. 2020</a>,6.00000,Mass,,,1240,0,K3 IV,4573.00,0.95,1.00,,,4.29,13h25m12.03s,201.3001096,-64d56m20.96s,-64.9391566,94.6177000,11.1240000,8.3920000,10.6505000
5075,TrES-1 b,TrES-1,2,1,Transit,2004,TrES,0,3.03007000,0.039250,12.666,1.130,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,266.97720,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.84000,Mass,0.000000,318.46,1140,0,K0 V,5230.00,0.85,1.04,0.020,[Fe/H],4.57,19h04m09.81s,286.0408755,+36d37m57.13s,36.6325360,159.6580000,11.4240000,9.8190000,11.5565000
5076,TrES-2 b,TrES-2,2,1,Transit,2006,TrES,0,2.47063000,0.035630,15.244,1.360,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,473.56670,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.49000,Mass,0.000000,903.86,1466,0,G0 V,5850.00,1.12,1.36,-0.150,[Fe/H],4.43,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,11.2540000,9.8460000,11.2819000
5077,TrES-3 b,TrES-3,1,1,Transit,2007,TrES,0,1.30618581,0.022820,14.975,1.336,<a refstr=SOZZETTI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691.1145S/abstract target=ref> Sozzetti et al. 2009 </a>,607.03000,<a refstr=SOZZETTI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691.1145S/abstract target=ref> Sozzetti et al. 2009 </a>,1.91000,Mass,0.000000,1025.50,1638,1,G4 V,5650.00,0.83,0.93,-0.190,[Fe/H],4.40,17h52m06.99s,268.0291106,+37d32m46.78s,37.5463268,231.3370000,12.3620000,10.6080000,12.1995000
5078,TrES-4 b,TrES-4,2,1,Transit,2007,TrES,0,3.55395000,0.050840,18.046,1.610,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,247.90740,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.78000,Mass,0.000000,2276.30,1778,0,F8 V,6200.00,1.66,1.08,0.140,[Fe/H],4.06,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.9800000,11.9320000,10.3300000,11.4731000
5079,TrES-5 b,TrES-5,1,1,Transit,2011,TrES,0,1.48224686,0.024590,13.384,1.194,<a refstr=MISLIS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.448.2617M/abstract target=ref>Mislis et al. 2015</a>,568.91570,<a refstr=MISLIS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.448.2617M/abstract target=ref>Mislis et al. 2015</a>,1.79000,Mass,0.030000,442.99,1480,0,,5171.00,0.87,0.90,0.200,[Fe/H],4.52,20h20m53.27s,305.2219454,+59d26m56.05s,59.4489033,360.3130000,13.6770000,11.5910000,13.4599000
5087,V1298 Tau b,V1298 Tau,1,4,Transit,2019,K2,0,24.13960000,0.168800,10.270,0.916,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,203.41018,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..232S/abstract target=ref>Su&aacuterez Mascare&ntildeo et al. 2022</a>,0.64000,Mass,0.290000,35.00,677,1,K1,5050.00,1.34,1.10,0.100,[Fe/H],4.25,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,10.1150000,8.0940000,10.0702000
5088,V1298 Tau c,V1298 Tau,1,4,Transit,2019,K2,0,8.24958000,0.082500,5.590,0.499,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,76.27882,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..232S/abstract target=ref>Su&aacuterez Mascare&ntildeo et al. 2022</a>,0.24000,Mass,0.430000,146.00,968,1,K1,5050.00,1.34,1.10,0.100,[Fe/H],4.25,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,10.1150000,8.0940000,10.0702000
5089,V1298 Tau d,V1298 Tau,1,4,Transit,2019,K2,0,12.40320000,0.108300,6.410,0.572,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,98.52681,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..232S/abstract target=ref>Su&aacuterez Mascare&ntildeo et al. 2022</a>,0.31000,Mass,0.210000,85.00,845,1,K1,5050.00,1.34,1.10,0.100,[Fe/H],4.25,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,10.1150000,8.0940000,10.0702000
5090,V1298 Tau e,V1298 Tau,1,4,Transit,2019,K2,0,60.00000000,0.308000,8.740,0.780,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,368.68095,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..232S/abstract target=ref>Su&aacuterez Mascare&ntildeo et al. 2022</a>,1.16000,Mass,0.570000,10.00,492,0,K1,5050.00,1.34,1.10,0.100,[Fe/H],4.25,04h05m19.60s,61.3316540,+20d09m25.31s,20.1570318,108.1990000,10.1150000,8.0940000,10.0702000
5092,VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,2,1,Imaging,2015,Paranal Observatory,0,5800000.00000000,350.000000,13.675,1.220,<a refstr=DUPUY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.1688D/abstract target=ref>Dupuy et al. 2023</a>,5085.25451,<a refstr=DUPUY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.1688D/abstract target=ref>Dupuy et al. 2023</a>,16.00000,Mass,0.680000,,1194,0,M7.5,2620.00,,0.07,,,5.05,12h56m02.15s,194.0089640,-12d57m21.71s,-12.9560310,12.7000000,17.7300000,10.0440000,
5093,WASP-1 b,WASP-1,2,1,Transit,2007,SuperWASP,0,2.51994540,0.038890,16.623,1.483,<a refstr=MACIEJEWSKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AcA....64...27M/abstract target=ref> Maciejewski et al. 2014</a>,271.41500,<a refstr=MACIEJEWSKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AcA....64...27M/abstract target=ref> Maciejewski et al. 2014</a>,0.85400,Mass,0.000000,2121.52,1812,0,F7 V,6110.00,1.47,1.24,0.170,[Fe/H],4.21,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.0720000,11.3080000,10.2760000,11.5349000
5094,WASP-10 b,WASP-10,1,1,Transit,2008,SuperWASP,0,3.09276160,0.037810,12.106,1.080,<a refstr=JOHNSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...692L.100J/abstract target=ref> Johnson et al. 2009 </a>,1001.12000,<a refstr=JOHNSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...692L.100J/abstract target=ref> Johnson et al. 2009 </a>,3.15000,Mass,0.047300,174.03,1370,0,K5 V,4675.00,0.70,0.75,0.050,[Fe/H],4.63,23h15m58.33s,348.9930457,+31d27m45.90s,31.4627508,140.9980000,12.4130000,9.9830000,12.1739000
5095,WASP-100 b,WASP-100,2,1,Transit,2014,SuperWASP,0,2.84938000,0.045740,14.908,1.330,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,400.46580,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.26000,Mass,0.000000,1954.92,2190,0,F2,6900.00,1.57,0.77,-0.030,[Fe/H],4.35,04h35m50.36s,68.9598159,-64d01m37.34s,-64.0270390,364.4110000,10.7980000,9.6690000,10.6151000
5096,WASP-101 b,WASP-101,1,1,Transit,2014,SuperWASP,0,3.58572000,0.050570,16.029,1.430,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,162.09330,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.51000,Mass,0.000000,1089.17,1560,0,F6,6380.00,1.31,1.41,0.200,[Fe/H],4.31,06h33m24.26s,98.3511016,-23d29m09.91s,-23.4860860,201.2240000,10.3360000,9.0750000,10.1380000
5097,WASP-103 b,WASP-103,1,1,Transit,2014,SuperWASP,0,0.92554200,0.019850,17.127,1.528,<a refstr=GILLON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562L...3G/abstract target=ref> Gillon et al. 2014 </a>,473.54700,<a refstr=GILLON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562L...3G/abstract target=ref> Gillon et al. 2014 </a>,1.49000,Mass,0.150000,,2508,0,F8 V,6110.00,1.44,1.22,0.060,[Fe/H],4.22,16h37m15.57s,249.3148604,+07d11m00.15s,7.1833758,375.6470000,12.4020000,10.7670000,12.1931000
5098,WASP-104 b,WASP-104,2,1,Transit,2014,SuperWASP,0,1.75541370,0.029180,12.745,1.137,<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>,404.26300,<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>,1.27200,Mass,0.000000,867.74,1516,0,G8,5475.00,0.96,1.08,0.320,[Fe/H],4.50,10h42m24.57s,160.6023689,+07d26m06.28s,7.4350768,185.9320000,11.7790000,9.8820000,11.5931000
5099,WASP-105 b,WASP-105,1,1,Transit,2017,SuperWASP-South,0,7.87288000,0.075000,10.761,0.960,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,572.09400,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,1.80000,Mass,0.000000,166.54,900,0,K2,5070.00,0.90,0.89,0.280,[Fe/H],4.20,01h36m40.29s,24.1678686,-50d39m33.51s,-50.6593080,169.2720000,12.0490000,9.9350000,11.8445000
5100,WASP-106 b,WASP-106,1,1,Transit,2014,SuperWASP,0,9.28971000,0.091700,11.433,1.020,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,514.88460,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.62000,Mass,0.000000,315.86,1140,0,F9,6055.00,1.31,0.93,-0.090,[Fe/H],4.23,11h05m43.11s,166.4296276,-05d04m46.15s,-5.0794854,352.1810000,11.2100000,10.1610000,11.3659000
5101,WASP-107 b,WASP-107,1,2,Transit,2017,SuperWASP-South,0,5.72147420,0.055000,10.536,0.940,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,30.50000,<a refstr=PIAULET_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...70P/abstract target=ref>Piaulet et al. 2021</a>,0.09600,Mass,0.060000,37.03,736,0,K6,4425.00,0.67,0.68,0.020,[Fe/H],4.63,12h33m32.74s,188.3864277,-10d08m46.37s,-10.1462141,64.7414000,11.5920000,8.6370000,11.1740000
5103,WASP-11 b,WASP-11,3,1,Transit,2008,SuperWASP,0,3.72247000,0.043500,12.442,1.110,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,251.08570,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.79000,Mass,0.000000,184.99,992,0,K3 V,4800.00,0.89,1.42,0.000,[Fe/H],4.45,03h09m28.55s,47.3689472,+30d40m24.17s,30.6733817,124.7300000,11.5670000,9.4210000,11.5535000
5104,WASP-110 b,WASP-110,1,1,Transit,2021,Paranal Observatory,0,3.77840121,,13.877,1.238,<a refstr=NIKOLOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...88N/abstract target=ref>Nikolov et al. 2021</a>,162.09249,<a refstr=NIKOLOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...88N/abstract target=ref>Nikolov et al. 2021</a>,0.51000,Mass,0.000000,,,0,G9,5400.00,0.86,0.95,-0.060,[Fe/H],4.10,20h23m29.38s,305.8724366,-44d03m31.32s,-44.0587001,274.9600000,12.7620000,10.8710000,12.5517000
5105,WASP-113 b,WASP-113,1,1,Transit,2016,SuperWASP-North,0,4.54216875,0.058850,15.793,1.409,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,150.96925,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,0.47500,Mass,0.000000,821.41,1496,0,G1,5890.00,1.61,1.32,0.100,[Fe/H],4.20,14h59m29.49s,224.8728589,+46d57m36.36s,46.9600996,435.1560000,11.7610000,10.3110000,11.6041000
5106,WASP-114 b,WASP-114,2,1,Transit,2016,SuperWASP-North,0,1.54877430,0.028510,15.009,1.339,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,562.24127,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,1.76900,Mass,0.012000,2978.20,2043,0,G0,5940.00,1.43,1.29,0.140,[Fe/H],4.30,21h50m39.77s,327.6656953,+10d27m46.58s,10.4629385,523.3370000,12.6850000,11.0740000,12.5227000
5107,WASP-117 b,WASP-117,1,1,Transit,2014,SuperWASP,0,10.02165000,0.094590,11.882,1.060,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,95.34900,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.30000,Mass,0.300000,211.79,1001,0,F9,6040.00,1.22,1.29,-0.110,[Fe/H],4.28,02h27m06.19s,36.7758112,-50d17m03.93s,-50.2844247,157.9630000,10.1390000,8.7800000,10.0269000
5108,WASP-118 b,WASP-118,1,1,Transit,2016,SuperWASP,0,4.04604350,0.054530,16.141,1.440,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,163.36462,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,0.51400,Mass,0.000000,1687.71,1729,0,F6,6410.00,1.70,1.32,0.160,[Fe/H],4.10,01h18m12.14s,19.5505861,+02d42m10.02s,2.7027847,376.6580000,11.0090000,9.7880000,10.9196000
5109,WASP-119 b,WASP-119,1,1,Transit,2016,SuperWASP-South,0,2.49979000,0.036300,15.693,1.400,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,390.93090,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,1.23000,Mass,0.058000,907.86,1600,0,G5,5650.00,1.20,1.02,0.140,[Fe/H],4.26,03h43m44.07s,55.9336392,-65d11m37.61s,-65.1937800,302.4480000,12.3140000,10.5450000,12.1014000
5110,WASP-12 b,WASP-12,3,1,Transit,2008,SuperWASP,0,1.09142000,0.023200,21.712,1.937,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp Sengupta 2019</a>,465.62095,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp Sengupta 2019</a>,1.46500,Mass,0.044700,5597.87,2593,1,,6360.00,1.66,1.43,0.070,[Fe/H],4.16,06h30m32.79s,97.6366450,+29d40m20.16s,29.6722662,427.2460000,11.5690000,10.1880000,11.4999000
5111,WASP-120 b,WASP-120,1,1,Transit,2016,SuperWASP,0,3.61127060,0.051400,16.511,1.473,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,1541.47550,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,4.85000,Mass,0.057000,1818.55,1880,0,F5,6450.00,1.87,1.39,-0.050,[Fe/H],4.04,04h10m27.86s,62.6160813,-45d53m53.68s,-45.8982434,381.1740000,10.9600000,9.8770000,10.8989000
5112,WASP-121 b,WASP-121,1,1,Transit,2016,SuperWASP,0,1.27492504,0.025960,19.649,1.753,<a refstr=BOURRIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.205B/abstract target=ref>Bourrier et al. 2020</a>,367.72747,<a refstr=BOURRIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.205B/abstract target=ref>Bourrier et al. 2020</a>,1.15700,Mass,0.000000,6216.41,2720,0,F6 V,6776.00,1.46,1.36,0.130,[Fe/H],4.24,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.8980000,10.5140000,9.3740000,10.3746000
5113,WASP-123 b,WASP-123,2,1,Transit,2016,SuperWASP,0,2.97764120,0.042630,14.773,1.318,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,285.72917,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,0.89900,Mass,0.000000,865.49,1520,0,G5,5740.00,1.29,1.17,0.180,[Fe/H],4.29,19h17m55.01s,289.4792124,-32d51m36.45s,-32.8601244,197.9960000,11.0300000,9.3620010,10.8999000
5114,WASP-124 b,WASP-124,1,1,Transit,2016,SuperWASP-South,0,3.37265000,0.044900,13.899,1.240,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,190.69800,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,0.60000,Mass,0.017000,615.17,1400,0,F9,6050.00,1.02,1.07,-0.020,[Fe/H],4.44,22h10m51.44s,332.7143373,-30d44m58.99s,-30.7497189,448.6370000,12.7240000,11.3100000,12.5754000
5115,WASP-126 b,WASP-126,1,2,Transit,2016,SuperWASP-South,0,3.28883000,0.044900,10.435,0.931,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,90.30000,<a refstr=PEARSON_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..243P/abstract target=ref>Pearson 2019</a>,0.28411,Mass,0.180000,759.34,1480,1,G2,5800.00,1.27,1.12,0.207,[M/H],4.28,04h13m29.93s,63.3747060,-69d13m35.73s,-69.2265926,216.5260000,10.9940000,9.5980000,11.0665000
